NEWS TITLE,NEWS LINK,SOURCE,CONTENTS
2024 UTME: JAMB to conduct supplementary examinations,https://www.premiumtimesng.com/news/top-news/700336-2024-utme-jamb-to-conduct-supplementary-examinations.html,PremiumTimes,"The Joint Admissions and Matriculations Board (JAMB) said on Sunday that it is conducting a supplementary examination for the 2024 Unified Tertiary Matriculations Examination (UTME).
The board has also scheduled the supplementary examinations for 22 June, according to a statement by its spokesperson, Fabian Benjamin.
JAMB said 24,535 candidates are to take part in the supplementary examinations.
The examination board has also released an additional 3,921 withheld results.

Supplementary UTME
Candidates affected by the supplementary UTME include 3,633 prospective candidates of the Kwara State College of Arabic and Islamic Legal Studies (CAILS) who did not participate in the 2024 UTME based on the assumption that they would be accommodated in the 2024 DE exercise.
JAMB said the candidates can register for the UTME at any approved CBT centres in Kwara, Oyo or Osun states before Monday, 10 June.
“Having held high-stake meetings with the principal officers of the Kwara State College of Arabic and Islamic Legal Studies (CAILS) and the Kwara State University (KWASU), on the CAILS-KWASU Diploma programme, the Board has agreed to conduct a special registration exercise for the 3,633 prospective candidates, who did not participate in the 2024 UTME based on the assumption that they would be accommodated in the 2024 DE exercise,” the statement said.
Other candidates who are to take part in the supplementary UTME are 20,550 of the candidates whose results are still under investigation and yet to be released.
Also, 2,702 candidates whose fingers could not be verified during the 2024 UTME in April would sit the supplementary UTME.
“The remaining 322 candidates have been migrated to the category of candidates under examination misconduct as a prima-facie case has clearly been established that those who had registered were not those who appeared for the examination. Consequently, the number of examination misconduct has increased by 322 to 431,” the board said.
The rescheduled candidates are to print their supplementary examination notification slip from Tuesday, 4 June to ascertain their designated examination centres, JAMB added.
Releases more results
Meanwhile the examination body said it has released results of 3,921 candidates which were initially withheld after they were cleared of any wrongdoing. The latest development brings the total UTME results released to 1,883,350.
“Therefore, concerned candidates are urged to check their results from Saturday, 1st June 2024 by sending RESULT to 55019 or 66019 to ascertain their status as those cleared would have their results while those rescheduled would be told that they had been rescheduled,” JAMB added.
Backstory
When JAMB released the results of the 2024 UTME on 29 April, the board’s Registrar, Ishaq Oloyede, said 64,000 results have been withheld pending investigations of possible infractions by the candidates or their examination centres.
Mr Oloyede, a professor of Islamic Studies, explained at the time that 78 of the withheld results are under investigation for alleged examination misconduct, 4,594 for “procedural investigation of candidates, 2,896 “under investigation on verification,” and 57,056 for centre-based investigations.
He said over 70 per cent of candidates who sat the examination scored below 200 from the maximum of 400 obtainable scores. He added less than 1 per cent scored above 300

"
"Strike: Don’t disrupt hajj operations, NAHCON appeals to NLC, TUC",https://www.premiumtimesng.com/news/top-news/700583-strike-dont-disrupt-hajj-operations-nahcon-appeals-to-nlc-tuc.html,PremiumTimes,"A member of the board of the National Hajj Commission of Nigeria (NAHCON), Sa’idu Dumbulwa, has appealed to the labour unions not to disrupt the airlift of pilgrims to Saudi Arabia as a result of the ongoing strike.
Mr Dumbulwa, who represents the Federal Ministry of Health on the board, stated this in a statement on Monday.
The Nigeria Labour Congress (NLC) and the Trade Union Congress (TUC) commenced an indefinite strike on Monday to protest the refusal of the federal government to grant their demand for a minimum wage of N494,000. The government is proposing N60,000.
The unions in the aviation sector, on Sunday, directed their members to withdraw their services.

Only about 34,000 Nigerian pilgrims have been airlifted so far to Saudi Arabia for the 2024 hajj out of the over 60,000 expected to make the trip.

Mr Dumbulwa appealed to the NLC to exempt airport workers from the strike to ensure the smooth airlifting of pilgrims.
He acknowledged labour’s legitimate demands but emphasised the importance of considering the interests of Muslim members of the unions.
“Hajj is a once-in-a-lifetime ambition for many Muslims. I implore labour to avoid disrupting the airlift of pilgrims.
“In this context, I expect that exemptions should be made for airport workers in any strike actions at this critical time,” he said.

"
Nigerian govt decries vandalisation of 2nd Niger Bridge,https://www.premiumtimesng.com/regional/ssouth-east/700946-nigerian-govt-decries-vandalisation-of-2nd-niger-bridge.html,PremiumTimes,"Nigeria’s Minister of Works, Dave Umahi, has lamented the vandalisation of infrastructure on the Second Niger Bridge in Anambra State.
Mr Umahi described the vandalisation as “cruel,” according to a statement by his spokesperson, Uchenna Orji, on Monday.
The vandalisation
Earlier on Monday, a social media influencer, Anayo Usulor, popularly known as Lord Zues, uploaded a video clip showing the vandalised part of the Second Niger Bridge.
In the clip, some rail fittings installed on the bridge were uprooted and vandalised by unknown persons.

Mr Usulor called on authorities to investigate the development. He expressed fears that the destruction could cause an accident along the bridge.

In another clip, the social media influencer was seen at the bridge in the company of armed police operatives.
He explained that he reported the matter to the divisional police officer of C-Division Headquarters in Asaba, Delta State, who subsequently deployed the operatives to bring the uprooted rail fittings to their facility for safekeeping.
Umahi speaks
Reacting to the incident, Mr Umahi condemned the vandalisation of the bridge, saying the incident amounted to a sabotage of key national infrastructure.
“It is heartrending that the facilities are being vandalised by those who are meant to own the benefits it serves,” he said.
The minister assured Nigerians that “a more formidable security architecture” was being activated to forestall further havoc on the bridge.
He said a technical team has been directed to inspect, evaluate and reinstate the damaged parts of the bridge.
Mr Umahi appealed to residents of the area and motorists to assist the ministry by keeping watch over the bridge and reporting vandals to security agencies.
“The Federal Ministry of Works shall promptly and handsomely reward any person or group who nabs or gives useful information on the identity of perpetrators of vandalisation of facilities on the 2nd Niger Bridge or any of our road infrastructure facilities nationwide,” he said.
The minister vowed that the federal government will prosecute anyone caught vandalising the second Niger Bridge and other infrastructure across the country.
The Second Niger Bridge
The Second Niger Bridge was commissioned on 23 May 2023 by former President Muhammadu Buhari.
The construction of the new bridge began on 1st September 2018.
The bridge traverses Asaba in Delta State, South-south Nigeria, to Ozubulu, Ogbaru and other communities in Anambra State, South-east Nigeria.
The first Niger Bridge, linking Onitsha and Asaba, was completed in 1965 and built by the French construction company Dumez.
"
LG Autonomy: Lawmaker commends FG on litigation against governors,https://www.premiumtimesng.com/news/more-news/698366-lg-autonomy-lawmaker-commends-fg-on-litigation-against-governors.html,PremiumTimes,"The Senator representing Kano South Senatorial District, Kawu Sumaila, has commended the federal government for instituting litigation against the 36 state governments for undermining local governance.
Mr Sumaila, a member of the New Nigeria People’s Party (NNPP) gave the commendation in a statement on Monday in Abuja.
The office of the Attorney-General of the Federation and Minister of Justice recently filed a suit at the Supreme Court against the state governments, seeking the enforcement of full autonomy of the local governments in Nigeria.
In the suit marked: SC/CV/343/2024, the federal government urged the court to issue an order prohibiting state governors from embarking on unilateral, arbitrary and unlawful dissolution of democratically elected local government leaders.

Reacting to the litigation, Mr Sumaila said the development will help reinstate the autonomy of local governance and also facilitate the development of the economy through the grassroots.

The Kano senator said that the LG autonomy will improve the revenue generation of the country.
“I am happy, Mr. President has begun to tow on our path to salvage our people by giving the local governments autonomy to operate as enshrined in the constitution.
“The decision to compel the 36 states of the federation to give autonomy to local governments is a step in the right direction. This will surely help in bringing development to our people, particularly the grassroots in the rural areas.
“It will equally boost the nation’s economy by increasing our Internally Generated Revenue through the agricultural value chain and other commercial activities that will come up after the local governments get their autonomy,” he said.
Mr Sumaila also urged the federal government to adopt a policy that will prevent state governors and other politicians from intruding in local government elections.
“I would be glad if President Tinubu would also address challenges affecting the conduct of local government elections in the nation.
“The president should do something to stop politicians from messing up with the processes of local government elections for their personal interests. We are all aware of how local government elections are conducted under the watch of state governors in this country.
“From the primary to the mainstream election, the processes are always being manipulated by politicians for their personal interest against the interests of the majority”, he added.
There are 774 local government areas in the country. The local government system has been crippled due to the influence and interest of the state governors.
Funds meant for local governments in the Federation Account are paid monthly to them through their respective state governments.
The Deputy Senate President, Barau Jibrin, recently alleged that some state governors are used to diverting local government allocation to personal use.
The Senate had also asked President Bola Tinubu to convene a national dialogue to deliberate on full autonomy for local governments in the country.
It said the dialogue should involve the governors, state legislators, local government officials, civil society organisations, community leaders and others.
"
"Kenyan e-commerce startup Copia Global lays off 1,060 employees",https://techcabal.com/2024/06/06/copia-layoffs-kenya/, ,"Copia layoffs will raise questions about the company’s future two weeks after it entered into administration.
Two weeks after an internal memo showed that the B2C e-commerce platform was struggling to make payroll, Copia Global has laid off at least 1,060 employees, suggesting the company may be on the brink of a shutdown or massively scaling back operations. 
In a 20-minute meeting with staff on Thursday, Copia CEO Tim Steel and administrators appointed last week to take over the company asked employees to return company property, including laptops and tablets, and sign their termination letters on Friday, June 7th.
CEO Tim Steel declined to comment but promised to share new information on Friday. 
Although Copia has agreed to pay a one-month salary and other benefits like accrued unpaid leave days by Kenyan labour laws, administrators have not yet specified a timeframe for these payments. 
This lack of clarity has caused concern among employees, considering the recent delay in May salaries, which were only paid this week. Two employees told TechCabal they would not sign their termination letters until Copia clarifies the payment schedule for their compensation and benefits.
An ex-employee claimed Copia started facing business difficulties in 2022. The financial constraints forced the company to scale back operations, including exiting Uganda barely two years after launching and laying off 700 employees. 
On Tuesday, Copia stopped taking orders from six key locations in Kenya, including Embu and Eldoret, likely to cut its already squeezed expenditure. It had asked employees working in the affected markets to take leave. At its peak, Copia had a 50,000-agent network serving rural Kenya. 
On May 16, in a leaked internal memo, Copia warned employees that the company could either fold up or restructure its business by laying off 1060 employees


"
Nigerian fintech startups could spend over $1 million on KYC address verification,https://techcabal.com/2024/06/06/nigeria-fintech-could-pay-1million-to-verify-addresses/,Techcabal,"Following important changes to Know Your Customer processes by the Central Bank, fintech startups must now physically verify the addresses of POS agents (if they offer agency banking services) and all other customers. While the startups will not grumble over the requirements—it was a condition for lifting a six-week freeze on new customer onboarding—several executives spoke about how expensive the process will be. 
To physically verify POS agents, for instance, these startups could pay up to ₦1000 ($0.40) for each agent verified. Those costs could balloon quickly for prominent startups that boast hundreds of thousands of agents. 
Per publicly available figures for its number of registered agents, OPay could pay at least ₦563 million ($376,000), while PalmPay’s bill could be in the region of ₦500 million ($333,883), and Moniepoint would have to fork out ₦304 million ($196,000).
It could cost the fintech industry ₦1.5 billion ($1 million) to verify 1.5 million POS agents. Those figures could eventually be higher considering that several fintech executives declined to specify the amounts they pay the verifiers. Additionally, as many PoS agents work for several fintech startups, there’s also the possibility that the total bill could be a lot lower. 
Whatever the final bill is, it will not include the cost of verifying retail customers which would eclipse the cost for POS agents as self-reported numbers for these fintechs exceed ten million. 
Fintechs like Moniepoint, Opay, and Palmpay, with an extensive network of agents, could use agent managers to verify the addresses of retail customers. While this approach might be cost-effective as the managers—scattered all over Nigeria—are already on these fintech books, they would still need to be paid extra. 
Physical address verification for agents and retail customers is an important part of increasing transparency and reducing the lack of visibility that bad actors exploit. POS fraud contributed 8.8% to the total amount lost to fraud in the fourth quarter of 2023, according to the Financial Institutions Training Centre (FITC), a financial research and advocacy organisation operated by the Central Bank of Nigeria. 
For fintechs like Kuda and Paga that do not run extensive cash-in and cash-out operations, identity management startups will likely help with address verification. While it is difficult to verify the prices of these services due to confidentiality, it would still represent a significant burden for these fintechs.  
On April 29, Nigeria’s Central Bank ordered a freeze on new customer onboarding after concerns that lax KYC was giving bad actors joy. Physical address verification will also help authorities have more visibility over peer-to-peer crypto transactions, which it argues is a key component of currency manipulation. 
The regulators will point to NIBSS’ Q1 2024 fraud report which showed a decline in incidents and amounts lost, but it’s still early days. 
Beyond the monetary cost of address verification, Nigeria has also missed a six-week window to increase financial inclusion as these fintechs have become synonymous with introducing banking to areas with low bank and ATM penetration. According to an industry report, technology contributed heavily to an 8% jump in formal inclusion in three years.

In 2023, OPay claimed to start the year with 19 million accounts and according to a regulatory filing by Opera, an early OPay investor, the fintech quadrupled its user base (76 million). Based on that filing, fintech averaged 1.1 million new users weekly and the onboarding freeze would have cost the company at least 6 million new users. While OPay is the market leader, Moniepoint and Palmpay follow closely and are growing rapidly, according to an industry expert who asked not to be named. 
"
Ethiopia’s inflation jumps to 28.7% as central bank acknowledges alleviation difficulties,https://techcabal.com/2024/02/12/ethiopias-inflation-jumps-to-28-percent/,Techcabal,"Inflation in Ethiopia has hit 28.7% with the National Bank of Ethiopia (NBE) acknowledging that it has been one of the country’s most challenging macroeconomic issues for many years. Based on its monetary policy statement, the country, home to nearly 120 million people, has struggled to tackle rising inflation, with an average inflation of 16% per year recorded over the last ten years.
“Inflation outturns over the past two years have risen even beyond this average historical rate and persisted for much longer than initially expected,” read a statement from the NBE. [ad]
According to data from the NBE, Ethiopia recorded consecutive months of inflation below 30%. In December 2023, the annual inflation rate increased to 28.7% from 28.3% in November 2023. Food prices, which comprise over half (53.5%) of the consumer price index (CPI) grew to 30.6% compared to the same period in 2022, and slightly higher than the 30% recorded in November 2023.
The jump was linked to the nation’s internal conflict, the Tigray war.  
An overlap in malnutrition, disease, and food insecurity has worsened the situation. About 4 million people have also been affected by the ongoing drought. “Some supply-side and cost-push factors found to be statistically significant in contributing to inflation have included the internal conflict that disrupted local food transport/distribution networks and the large jump in key global commodity prices,” said the NBE. 
Other items besides food increased to 26.1% in December 2023 from 26.0% in the prior month, influenced by a weaker currency, the Ethiopian birr. Nonetheless, the NBE wants to reduce inflation to under 20% by June 2024 and under 10% by June 2025. They plan to do this by managing how much money is lent and cutting back on giving money directly to the government. [ad]
Performance of the Ethiopian birr
In December 2023, the birr lost value by 4.8%, ending the year at 56.1 birr for $1 from 53.6 birr recorded in December 2022, per a statement shared by Safaricom Ethiopia. The government made some changes in September 2022 to bring more foreign currency into the country. For instance, the NBE halted foreign currency use for purchasing in the country. Ethiopians can only keep foreign currencies for 30 days, instead of 90 when they return to the country from foreign trips. At the same time, the NBE made it easier for people to bring foreign currency into the country.
Ethiopians can bring up to $4,000 without declaring the cash at customs. However, the amount of money non-citizens can bring in without alerting customs officials has more than tripled from $3,000 to $10,000.





"
Nigeria’s Central Bank delivers modest 150 basis point interest rate increase,https://techcabal.com/2024/05/21/cbn-delivers-26-25-interes-rates-increase/,Techcabal,"Members of the Monetary Policy Committee voted to raise interest rates by 150 basis points to 26.25% from 24.75%, a moderate increase following more aggressive rate hikes in February and March. The vote for a moderate increase is unsurprising as the general thinking is that more time is needed for the previous rate hikes to have an effect. 
At least four policy experts surveyed by TechCabal predicted a 100 basis point hike. 
“The key focus of the MPC at this meeting remained to achieve price stability to rein inflation. Members observed that while year-on-year inflation rose moderately, the month-on-month measures of food and core declined significantly,” said Olayemi Cardoso, the Central Bank chief. “The tight monetary stance of the bank is yielding outcomes.” 
Nigeria’s inflation rate has continued to accelerate despite those rate hikes; in April, headline inflation rose to 33.69% with food inflation reaching unprecedented levels. This week’s Monetary Policy Meeting was a test of the bank’s resolve to keep raising rates until inflation moderates. 
“The persistent weakness of the Naira will continue to drive higher inflation, necessitating even higher interest rates and leaving a precarious outlook for non-oil sector growth,” a note from Agora Policy, an Abuja-based policy research firm said.
“We need to take some tough decisions on the fiscal side, you can’t hike your way out of this mess,” Prof. Joseph Nnanna, Chief Economist at the Development Bank of Nigeria said. 
In the FX market, price stability is a continuing issue. Despite being the best-performing currency in April 2024, the naira has lost all of those gains. An outsized focus on “unathorised FX” trading has led to a raft of policies, but FX volatility remains. 

"
"Exclusive: One month after ban on onboarding new customers, fintechs and regulators talks continue",https://techcabal.com/2024/05/20/fintechs-given-list-of-conditions-for-new-account-onboarding/,Techcabal,"One month after a ban on onboarding new customers, fintechs are still at the negotiating table with regulators.
Five Nigerian neobanks—Moniepoint, OPay, Palmpay, Kuda, and Paga—remain unable to onboard new customers one month after a TechCabal report revealed the restriction was connected to a directive from the National Security Adviser (NSA). The leaders of those neobanks met with the NSA, the Economic and Financial Crimes Commission (EFCC), and the Central Bank of Nigeria (CBN) in Abuja on Friday, April 26, two people familiar with the talks said.
In those talks and continuing engagements, the fintechs were given conditions before new account openings could resume.
If those talks stall, it will slow growth for the venture-funded neobanks that have benefited from an explosion in digital payments. It also highlights the weak lobbying power of fintech as they continue to face scrutiny over Know Your Customer (KYC) procedures and fraud prevention.
According to one person familiar with the talks, the neobanks have been asked to restrict peer-to-peer crypto transactions. It aligns with a plan by authorities to ban P2P crypto trading, first reported by TechCabal after the NSA classified crypto trading a “national security issue.” 
One neobank executive said banning P2P transactions was “impossible” because there’s no way to know if a transaction is crypto-related. Since Nigeria’s initial ban on crypto, traders quickly learned to avoid adding descriptions or comments in transactions. 
Despite the complex nature of the request, the neobanks have sent notifications to customers warning that P2P transactions will be blocked and reported to authorities. 
The neobanks have also been asked to update customer details and mandate bank verification numbers or national identity numbers for all tiered accounts in line with a December 2023 directive. That directive mandates valid identification for all types of accounts, strengthening KYC processes that were initially relaxed to boost financial inclusion.
Last week, Palmpay asked customers to complete facial recognition verification before May 31st or face account restrictions while Kuda asked customers to upload proof of their house addresses before the same deadline. Other affected neobanks will also ask customers to update their details in the coming weeks, an executive at a neobank told TechCabal. 
These conditions will compel the fintechs to enhance their KYC processes and ensure they comply with the CBN’s new KYC rules, one person with knowledge of the talks said. The conditions will also change what regulators perceive to be a crypto-friendly attitude on the part of the fintechs.
The government’s hard stance on crypto trading began in February 2024 after it arrested two Binance executives. In April, the Economic and Financial Crimes Commission blocked 1,146 bank accounts involved in “unauthorised forex dealings.” 
The Securities and Exchange Commission (SEC) also held a meeting in May asking crypto exchanges to delist the p2p feature. Kucoin, a popular crypto exchange paused its p2p trading last week.
The fintechs and crypto players have no leverage in these talks, one former CBN insider shared. Attempts to band together and lobby the government have led nowhere, with one fintech executive claiming that the initial plan to present a united front to the regulators was ignored by industry players.
In 2023, a plan to convene fintech players to fight fraud similarly led nowhere, highlighting how intense rivalry may complicate cooperation. Traditional banks on the other hand, routinely cooperate and wield some influence with the regulators.
For the affected fintechs, the lifting of the ban cannot come soon enough.



"
"Nigeria raises levy on e-transfers by 900%, analysts call for a transaction cap",https://techcabal.com/2024/05/07/nigeria-cybersecurity-levy/,Techcabal,"Nigeria’s Central Bank will begin the implementation of an amended 2015 Cybersecurity Act that will levy a 0.5% fee on all electronic transactions on May 20, an increase of 900% from an earlier levy of 0.005%. It means an electronic transfer of ₦1,000 will attract a ₦5 fee while a ₦100,000 transfer will attract a ₦500 fee.
The cybersecurity levy will be charged in addition to existing fees like stamp duty, a ₦50 charge on electronic receipt or transfer of money in any deposit money bank or financial institution on sums of ₦10,000 or more.
When the levy goes into effect in two weeks, it will have only a few exceptions: money transfers within the same bank, salary payments, school fees payments, and loan repayments. 
Financial industry experts argue the new levy will constitute a burden for low-income earners who rely on electronic transactions for daily activities. The value of electronic transactions in Nigeria rose by 66% to over ₦600 trillion in 2023, according to the Nigeria Inter-Bank Settlement System (NIBSS).
The Cybersecurity Act was first passed in 2015 and introduced a 0.005% levy on electronic transfers. 
A June 2018 CBN memo directed banks to collect the levy on “electronic transactions occurring in a bank or on a mobile money scheme or any other payment platform that have an accompanying service charge.” 
In 2024, the Act was amended and the levy was increased by 900% to 0.05% and it was extended the levy to cover fintechs, payment service providers, and other financial institutions.
“It’s a little bit regressive. What we should be advocating for is an amendment to the law. There should be a cap on the transactions,” said a financial industry expert who asked not to be named so he could speak freely. 
On May 3, the National Security Adviser, Nuhu Ribadu called for an implementation of the amended act, highlighting the increased influence of the NSA. The cybersecurity levy will be remitted monthly to the National Cybersecurity Fund (NCF), managed by the NSA.
Last week, the NSA ordered five fintechs to stop onboarding new customers and deemed crypto a national security issue. 

"
Breaking: Lesaka to acquire fintech platform Adumo for $85 million,https://techcabal.com/2024/05/08/lesaka-adumo-acquisition/,Techcabal,"Lesaka Technologies, the NASDAQ-listed fintech company with a market capitalisation of R4.5 billion ($242 million), is acquiring payment platform Adumo for R1.59 billion ($85 million) in cash and equity. The deal is scheduled to be completed in the third quarter of 2024 and will extend Lesaka’s payment footprint in the southern African region to five countries. 
Founded in 2019, Cape Town-based Adumo provides card-acquiring POS devices, integrated payments and reconciliations services to merchants and consumers. The company claims to process over R24 billion ($1.3 billion) annually and has 23,000 merchants and 240,000 consumers using its services respectively.
Lesaka currently owns EasyPay, South Africa’s largest payment switch not owned by a bank and Kazang, a widely popular card-acquiring POS device company. A combination of the services will enable the company to grab a significant market share in the southern African region, where competing startups like YOCO are still only based in South Africa.
In February, Lesaka acquired Touchsides, a data analytics and merchant services company with over 10,000 point-of-sale terminals across South Africa, for an undisclosed amount. Touchsides was previously owned by international beverage giant Heineken.
According to Lesaka, the acquisition will give the company a footprint of 1.7 million active consumers and 119, 000 merchants across South Africa, Namibia, Botswana, Zambia, and Kenya. “The acquisition reinforces Lesaka’s position as a natural consolidator of Southern African Fintech and will enhance our strengths in both the consumer and merchant markets,” the company said in a statement.
"
Exclusive: Kenyan officials deny arrest of Binance exec who escaped custody in Nigeria,https://techcabal.com/2024/04/24/exclusive-kenyan-officials-deny-arrest-of-binance-anjarwalla/,Techcabal,"Kenyan officials have denied reports that Nadeem Anjarwalla, the Binance executive facing tax evasion charges in Nigeria, was arrested in Kenya on April 22. Several Nigerian publications claimed Anjarwalla, who escaped from an Abuja hotel where he was being held on March 25, would be extradited within the week.
Nigerian authorities asked the Kenyan government to arrest and extradite Anjarwalla three weeks ago, people familiar with the matter said. So far, Nairobi has only confirmed his presence in the country, slowing down the West African nation’s case against crypto giant Binance.
According to Kenyan law, an extradition request sent to the Attorney General can only be executed through the Directorate of Public Prosecution (DPP) after receiving an arrest warrant from a magistrate court.  
Top Kenyan officials, including Resila Onyango, the spokesperson for the National Police Service (NPS) told TechCabal on Tuesday they were unaware of the arrest. Two other officials who asked not to be named called reports that first appeared in Nigeria’s The Punch rumours.
Crypto publication Coindesk also reported on Monday that Anjarwalla’s wife denied news of the extradition.
A high-ranking detective at Kenya’s Directorate of Criminal Investigation (DCI), with direct knowledge of Nigeria’s extradition request through Interpol, also claimed no arrest had been made as alleged.
“They are piling pressure, but he has not been arrested as reported. The process is lengthy and cannot be done without involving other agencies. Interpol cannot arrest a Kenyan without following the law,” the investigator told TechCabal.
According to international laws on extradition, while Interpol, the international police organisation, enables information sharing among law enforcement agencies in over 190 countries, it cannot execute arrest warrants.
The confusion around the whereabouts of Anjarwalla and extradition is similar to an incident involving Nigerian national Nnamdi Kanu, who was arrested in Nairobi in 2021 and sent to Nigeria to face terrorism charges. Kenyan officials denied any involvement in the extraordinary rendition.
However, Anjarwalla’s case is more complex because he holds a Kenyan passport, which he reportedly used after his escape from Nigeria. 
If arrested, the Binance boss can fight the extradition in court, which could take months or years.  
Nigeria’s Federal Inland Revenue Service (FIRS) has accused Anjarwalla and another Binance executive, Tigran Gambaryan, of failing to register the crypto exchange with it for tax purposes.  
FIRS said in court filings that Binance failed to deduct Value Added Tax (VAT) and aided users in evading taxes through its platform. Binance and the executives have denied the claims. 
Gambrayan is still in custody and has pled not guilty to money laundering charges, Nadeem escaped from an Abuja guest house where he was held and escaped to Kenya before he was arraigned. 

"
Patricia customers to receive first batch of repayments in November as company appoints trustee,https://techcabal.com/2023/10/24/patricia-repayment/,Techcabal,"Patricia has engaged the services of DLM Trust, an SEC-licensed trust company to handle the disbursement of repayments to customers.

DLM Trust, a trust company licensed by Nigeria’s Securities and Exchange Commission (SEC), will handle the disbursement of repayments to customers of Nigeria-focused crypto platform Patricia. It is Patricia’s latest move to repay $2 million in customers’ assets lost in a hack last year. DLM Trust confirmed the partnership in a statement published on Nairametrics on Tuesday. The company will serve as an escrow trustee—a third party that holds money or an asset on behalf of the other two parties in a transaction.

Per the DLM statement, the first batch of repayments to Patricia customers will be disbursed starting November 20, 2023. Kehinde Lawal, senior associate at DLM Trust, told TechCabal that the company has received some funds from Patricia to issue refunds to customers. In September, TechCabal reported that the Lithuania-based company had raised some funds to repay customers, though its CEO, Hanu Fejiro didn’t provide further details of the investment. 

“The funds are coming from Patricia and its partners/investors. We are acting as a trustee [and] making sure that we pay the customers as at when due. Payment plan and disbursement strategies will be made available to the users in the coming days,” Lawal said.

However, this repayment plan is tricky because DLM Trust doesn’t handle digital assets and its regulator—the SEC—has a firm stance against cryptocurrency. In May, Bloomberg reported that the SEC was considering allowing tokenized coin offerings on licensed digital exchanges that are backed by assets including equity, debt, and property with the exemption of crypto.

Last week, Fejiro confirmed to TechCabal that Patricia is asking users to convert their debt tokens to company shares which will be managed by an SEC-licensed company. Lawal disclosed that the plan is still in the works. “There have been discussions around converting debt to equity. It’s subject to the users’ discretion. And it is a part of the overall debt management strategy. That is in motion,” he said."
Kenya’s $20 billion crypto market takes first step to regulation,https://techcabal.com/2023/11/07/blockchain-association-of-kenya-to-draft-crypto-laws/,Techcabal,"The crypto market in Kenya is huge and is already being taxed under the provisions of the Finance Act, 2023. 

Kenya’s parliament has asked the Blockchain Association of Kenya (BAK) to prepare the first draft of what might become the Virtual Asset Service Provider’s Bill, commonly known as the Crypto Bill. The decision followed BAK’s second appearance before the National Assembly Committee on Finance and National Planning on October 31. BAK’s first engagement with the committee was in August 2023 when it opposed the Digital Asset Tax (DAT) provision in Kenya’s Finance Act, 2023. BAK’s draft preparation coincides with notable cryptocurrency transactions in Kenya, reaching nearly $20 billion (KES 3 trillion) between July 2021 and June 2022. Kenya’s engagement with crypto assets is also high, coming in third position in Africa for crypto site traffic and 21st in global crypto adoption.

The meeting between BAK and the National Assembly Committee sought to enable BAK to partner with the national government in shaping cryptocurrency and digital asset regulation policies. BAK, alongside Binance, Yellow Card, Kotani Pay, and the Law Society of Kenya (LSK), presented key elements for a robust regulatory framework, including a clear licencing framework, tax framework, consumer protection framework, anti-money laundering (AML) and counter-terrorism financing measures, and a regulatory sandbox.

In response, the parliamentary committee directed BAK to draft and submit a bill governing digital assets within two months. This development acknowledges a knowledge gap that has historically hindered their ability to address this asset class. It also marks a unique instance of a parliamentary committee instructing an association to draft a bill for adoption.

BAK’s directive to draft Kenya’s digital asset regulatory framework, including tax integration and revenue guidelines, mirrors efforts in South Africa (Financial Sector Conduct Authority), Nigeria (Finance Act 2023, SEC Regulations on Digital Assets), and Mauritius (Virtual Asset and Initial Token Offering Services Act 2021), which lead in Africa’s crypto market values at $25 billion, $19 billion, and $3 billion, respectively. "
